Order_ID,Product_Name,Category,Quantity,Price_per_Unit,Total_Price,Order_Date,Store_Location,Stock_Available, Customer_Rating ,Revenue_Category,Order_Month,Rating_Category,Month
2160,Bhel Puri,Snacks,7,35,245,11-08-2024,Mumbai,970, 4.00 ,Low,August,Good,2024-08
2161,Rasgulla Tin,Sweets,20,80,1600,12-08-2024,Ahmedabad,20, 2.60 ,High,August,Bad,2024-08
2162,Soan Papdi,Sweets,3,70,210,31-03-2025,Hyderabad,934, 4.40 ,Low,March,Good,2025-03
2163,Navratan Mix,Snacks,2,25,50,06-02-2025,Ahmedabad,215, 3.00 ,Low,February,Average,2025-02
2164,Rasgulla Tin,Sweets,18,80,1440,01-07-2024,Pune,880, 3.20 ,High,July,Average,2024-07
2165,Rasgulla Tin,Sweets,12,80,960,28-02-2025,Hyderabad,423, 4.30 ,Medium,February,Good,2025-02
2166,Aloo Bhujia,Snacks,2,20,40,13-07-2024,Delhi,773, 2.80 ,Low,July,Bad,2024-07
2167,Soan Papdi,Sweets,16,70,1120,25-09-2024,Delhi,160, 2.60 ,High,September,Bad,2024-09
2168,Gulab Jamun Tin,Sweets,2,90,180,01-12-2024,Kolkata,767, 4.50 ,Low,December,Good,2024-12
2169,Soan Papdi,Sweets,5,70,350,24-02-2025,Kolkata,882, 2.70 ,Low,February,Bad,2025-02
2170,Soan Papdi,Sweets,1,70,70,23-11-2024,Delhi,760, 4.00 ,Low,November,Good,2024-11
2171,Rasgulla Tin,Sweets,4,80,320,17-12-2024,Lucknow,811, 4.60 ,Low,December,Good,2024-12
2172,Masala Papad,Appetizers,11,10,110,02-02-2025,Pune,524, 3.30 ,Low,February,Average,2025-02
2173,Chana Dal Namkeen,Snacks,7,30,210,30-11-2024,Mumbai,270, 3.90 ,Low,November,Average,2024-11
2174,Soan Papdi,Sweets,10,70,700,19-11-2024,Pune,95, 3.50 ,Medium,November,Average,2024-11
2175,Masala Papad,Appetizers,16,10,160,26-09-2024,Kolkata,929, 3.80 ,Low,September,Average,2024-09
2176,Soan Papdi,Sweets,1,70,70,03-09-2024,Jaipur,745, 3.40 ,Low,September,Average,2024-09
2177,Bhel Puri,Snacks,4,35,140,01-04-2025,Jaipur,229, 2.60 ,Low,April,Bad,2025-04
2178,Gulab Jamun Tin,Sweets,15,90,1350,27-12-2024,Hyderabad,488, 4.10 ,High,December,Good,2024-12
2179,Kaju Katli,Sweets,5,150,750,26-07-2024,Mumbai,97, 3.00 ,Medium,July,Average,2024-07
2180,Chana Dal Namkeen,Snacks,19,30,570,24-10-2024,Chennai,85, 4.00 ,Medium,October,Good,2024-10
2181,Chana Dal Namkeen,Snacks,17,30,510,25-11-2024,Lucknow,778, 4.40 ,Medium,November,Good,2024-11
2182,Masala Papad,Appetizers,14,10,140,25-07-2024,Kolkata,758, 2.90 ,Low,July,Bad,2024-07
2183,Kaju Katli,Sweets,19,150,2850,30-09-2024,Lucknow,416, 3.20 ,High,September,Average,2024-09
2184,Gulab Jamun Tin,Sweets,18,90,1620,02-03-2025,Jaipur,558, 4.90 ,High,March,Good,2025-03
2185,Gulab Jamun Tin,Sweets,11,90,990,02-03-2025,Jaipur,725, 3.90 ,Medium,March,Average,2025-03
2186,Navratan Mix,Snacks,4,25,100,28-01-2025,Pune,716, 2.80 ,Low,January,Bad,2025-01
2187,Aloo Bhujia,Snacks,6,20,120,17-12-2024,Ahmedabad,766, 3.00 ,Low,December,Average,2024-12
2188,Navratan Mix,Snacks,2,25,50,02-01-2025,Pune,507, 4.50 ,Low,January,Good,2025-01
2189,Chana Dal Namkeen,Snacks,5,30,150,26-02-2025,Ahmedabad,428, 3.20 ,Low,February,Average,2025-02
2190,Soan Papdi,Sweets,10,70,700,09-10-2024,Kolkata,535, 4.70 ,Medium,October,Good,2024-10
2191,Mathri,Snacks,6,40,240,29-06-2024,Bangalore,297, 3.00 ,Low,June,Average,2024-06
2192,Mathri,Snacks,12,40,480,05-09-2024,Ahmedabad,619, 3.70 ,Low,September,Average,2024-09
2193,Kaju Katli,Sweets,5,150,750,12-11-2024,Bangalore,536, 3.70 ,Medium,November,Average,2024-11
2194,Kaju Katli,Sweets,14,150,2100,30-01-2025,Bangalore,153, 5.00 ,High,January,Good,2025-01
2195,Aloo Bhujia,Snacks,10,20,200,03-07-2024,Chennai,204, 3.80 ,Low,July,Average,2024-07
2196,Kaju Katli,Sweets,4,150,600,14-06-2024,Delhi,639, 2.90 ,Medium,June,Bad,2024-06
2197,Kaju Katli,Sweets,18,150,2700,30-08-2024,Chennai,353, 4.80 ,High,August,Good,2024-08
2198,Masala Papad,Appetizers,10,10,100,07-10-2024,Pune,598, 3.40 ,Low,October,Average,2024-10
2199,Soan Papdi,Sweets,9,70,630,02-09-2024,Ahmedabad,554, 3.00 ,Medium,September,Average,2024-09
2200,Mathri,Snacks,5,40,200,06-04-2025,Mumbai,748, 2.90 ,Low,April,Bad,2025-04
2201,Mathri,Snacks,4,40,160,04-08-2024,Bangalore,816, 4.10 ,Low,August,Good,2024-08
2202,Soan Papdi,Sweets,11,70,770,04-04-2025,Lucknow,790, 4.00 ,Medium,April,Good,2025-04
2203,Mathri,Snacks,16,40,640,19-09-2024,Chennai,172, 3.76 ,Medium,September,Average,2024-09
2204,Gulab Jamun Tin,Sweets,7,90,630,02-10-2024,Mumbai,951, 2.90 ,Medium,October,Bad,2024-10
2205,Rasgulla Tin,Sweets,16,80,1280,17-10-2024,Delhi,331, 4.90 ,High,October,Good,2024-10
2206,Rasgulla Tin,Sweets,17,80,1360,28-07-2024,Jaipur,435, 3.30 ,High,July,Average,2024-07
2207,Bhel Puri,Snacks,4,35,140,15-06-2024,Chennai,573, 4.40 ,Low,June,Good,2024-06
2208,Chana Dal Namkeen,Snacks,12,30,360,22-12-2024,Kolkata,858, 3.80 ,Low,December,Average,2024-12
2209,Mathri,Snacks,7,40,280,29-03-2025,Bangalore,968, 3.20 ,Low,March,Average,2025-03
2210,Rasgulla Tin,Sweets,14,80,1120,26-11-2024,Ahmedabad,452, 4.50 ,High,November,Good,2024-11
2211,Navratan Mix,Snacks,18,25,450,19-08-2024,Pune,667, 2.60 ,Low,August,Bad,2024-08
2212,Kaju Katli,Sweets,15,150,2250,01-08-2024,Hyderabad,745, 4.00 ,High,August,Good,2024-08
2213,Gulab Jamun Tin,Sweets,13,90,1170,06-11-2024,Hyderabad,183, 5.00 ,High,November,Good,2024-11
2214,Gulab Jamun Tin,Sweets,15,90,1350,04-01-2025,Hyderabad,538, 4.00 ,High,January,Good,2025-01
2215,Kaju Katli,Sweets,4,150,600,12-03-2025,Hyderabad,937, 4.80 ,Medium,March,Good,2025-03
2216,Mathri,Snacks,9,40,360,09-09-2024,Delhi,662, 3.70 ,Low,September,Average,2024-09
2217,Aloo Bhujia,Snacks,9,20,180,23-12-2024,Kolkata,640, 3.90 ,Low,December,Average,2024-12
2218,Aloo Bhujia,Snacks,16,20,320,14-01-2025,Lucknow,647, 2.90 ,Low,January,Bad,2025-01
2219,Bhel Puri,Snacks,4,35,140,01-05-2025,Delhi,378, 3.76 ,Low,May,Average,2025-05
2220,Rasgulla Tin,Sweets,6,80,480,26-02-2025,Bangalore,84, 4.60 ,Low,February,Good,2025-02
2221,Aloo Bhujia,Snacks,15,20,300,21-04-2025,Delhi,321, 3.90 ,Low,April,Average,2025-04
2222,Gulab Jamun Tin,Sweets,20,90,1800,27-10-2024,Delhi,340, 4.60 ,High,October,Good,2024-10
2223,Kaju Katli,Sweets,6,150,900,09-07-2024,Lucknow,739, 3.80 ,Medium,July,Average,2024-07
2224,Soan Papdi,Sweets,14,70,980,13-11-2024,Delhi,66, 4.40 ,Medium,November,Good,2024-11
2225,Rasgulla Tin,Sweets,9,80,720,12-05-2025,Mumbai,176, 3.20 ,Medium,May,Average,2025-05
2226,Gulab Jamun Tin,Sweets,17,90,1530,27-03-2025,Pune,177, 4.60 ,High,March,Good,2025-03
2227,Aloo Bhujia,Snacks,10,20,200,28-06-2024,Kolkata,574, 3.40 ,Low,June,Average,2024-06
2228,Mathri,Snacks,3,40,120,28-11-2024,Lucknow,952, 2.80 ,Low,November,Bad,2024-11
2229,Navratan Mix,Snacks,6,25,150,19-06-2024,Mumbai,190, 4.10 ,Low,June,Good,2024-06
2230,Aloo Bhujia,Snacks,6,20,120,07-12-2024,Delhi,222, 3.70 ,Low,December,Average,2024-12
2231,Gulab Jamun Tin,Sweets,10,90,900,04-06-2025,Chennai,765, 2.80 ,Medium,June,Bad,2025-06
2232,Aloo Bhujia,Snacks,13,20,260,12-07-2024,Kolkata,182, 3.90 ,Low,July,Average,2024-07
2233,Soan Papdi,Sweets,8,70,560,12-05-2025,Chennai,279, 2.90 ,Medium,May,Bad,2025-05
2234,Masala Papad,Appetizers,9,10,90,11-10-2024,Jaipur,270, 3.40 ,Low,October,Average,2024-10
2235,Kaju Katli,Sweets,12,150,1800,21-01-2025,Ahmedabad,460, 4.20 ,High,January,Good,2025-01
2236,Rasgulla Tin,Sweets,2,80,160,25-11-2024,Lucknow,394, 3.90 ,Low,November,Average,2024-11
2237,Soan Papdi,Sweets,12,70,840,20-01-2025,Kolkata,212, 4.90 ,Medium,January,Good,2025-01
2238,Bhel Puri,Snacks,9,35,315,16-11-2024,Mumbai,525, 3.10 ,Low,November,Average,2024-11
2239,Chana Dal Namkeen,Snacks,9,30,270,14-03-2025,Delhi,944, 4.10 ,Low,March,Good,2025-03
2240,Rasgulla Tin,Sweets,16,80,1280,15-02-2025,Bangalore,478, 3.40 ,High,February,Average,2025-02
2241,Soan Papdi,Sweets,19,70,1330,21-11-2024,Delhi,330, 4.10 ,High,November,Good,2024-11
2242,Aloo Bhujia,Snacks,6,20,120,02-10-2024,Pune,486, 4.10 ,Low,October,Good,2024-10
2243,Navratan Mix,Snacks,6,25,150,26-07-2024,Hyderabad,313, 3.90 ,Low,July,Average,2024-07
2244,Aloo Bhujia,Snacks,15,20,300,16-11-2024,Lucknow,467, 4.20 ,Low,November,Good,2024-11
2245,Soan Papdi,Sweets,16,70,1120,20-06-2024,Chennai,258, 4.00 ,High,June,Good,2024-06
2246,Chana Dal Namkeen,Snacks,13,30,390,16-10-2024,Kolkata,41, 4.70 ,Low,October,Good,2024-10
2247,Bhel Puri,Snacks,4,35,140,17-08-2024,Pune,436, 4.90 ,Low,August,Good,2024-08
2248,Soan Papdi,Sweets,19,70,1330,19-04-2025,Delhi,167, 4.80 ,High,April,Good,2025-04
2249,Mathri,Snacks,17,40,680,07-02-2025,Chennai,974, 4.40 ,Medium,February,Good,2025-02
2250,Rasgulla Tin,Sweets,11,80,880,07-12-2024,Delhi,993, 4.50 ,Medium,December,Good,2024-12
2251,Rasgulla Tin,Sweets,12,80,960,01-05-2025,Jaipur,405, 2.50 ,Medium,May,Bad,2025-05
2252,Rasgulla Tin,Sweets,7,80,560,06-03-2025,Bangalore,308, 3.00 ,Medium,March,Average,2025-03
2253,Gulab Jamun Tin,Sweets,14,90,1260,04-06-2025,Mumbai,741, 4.20 ,High,June,Good,2025-06
2254,Kaju Katli,Sweets,1,150,150,30-10-2024,Jaipur,163, 3.70 ,Low,October,Average,2024-10
2255,Soan Papdi,Sweets,7,70,490,16-07-2024,Jaipur,684, 3.70 ,Low,July,Average,2024-07
2256,Gulab Jamun Tin,Sweets,4,90,360,28-11-2024,Pune,131, 4.80 ,Low,November,Good,2024-11
2257,Soan Papdi,Sweets,11,70,770,05-05-2025,Kolkata,839, 4.70 ,Medium,May,Good,2025-05
2258,Mathri,Snacks,13,40,520,23-07-2024,Ahmedabad,73, 4.20 ,Medium,July,Good,2024-07
2259,Mathri,Snacks,1,40,40,14-09-2024,Chennai,906, 4.40 ,Low,September,Good,2024-09
2260,Kaju Katli,Sweets,12,150,1800,28-11-2024,Hyderabad,513, 4.00 ,High,November,Good,2024-11
2261,Soan Papdi,Sweets,3,70,210,26-01-2025,Chennai,141, 2.60 ,Low,January,Bad,2025-01
2262,Masala Papad,Appetizers,14,10,140,14-11-2024,Mumbai,347, 2.90 ,Low,November,Bad,2024-11
2263,Rasgulla Tin,Sweets,10,80,800,01-01-2025,Kolkata,396, 3.70 ,Medium,January,Average,2025-01
2264,Masala Papad,Appetizers,14,10,140,12-07-2024,Bangalore,167, 3.80 ,Low,July,Average,2024-07
2265,Navratan Mix,Snacks,15,25,375,12-11-2024,Mumbai,354, 2.80 ,Low,November,Bad,2024-11
2266,Soan Papdi,Sweets,1,70,70,16-05-2025,Bangalore,326, 3.80 ,Low,May,Average,2025-05
2267,Chana Dal Namkeen,Snacks,1,30,30,10-10-2024,Jaipur,669, 3.50 ,Low,October,Average,2024-10
2268,Aloo Bhujia,Snacks,10,20,200,28-03-2025,Pune,264, 2.80 ,Low,March,Bad,2025-03
2269,Chana Dal Namkeen,Snacks,17,30,510,21-10-2024,Hyderabad,799, 3.30 ,Medium,October,Average,2024-10
2270,Bhel Puri,Snacks,12,35,420,06-09-2024,Mumbai,804, 3.60 ,Low,September,Average,2024-09
2271,Soan Papdi,Sweets,3,70,210,19-10-2024,Bangalore,7, 4.80 ,Low,October,Good,2024-10
2272,Mathri,Snacks,9,40,360,10-04-2025,Chennai,527, 4.30 ,Low,April,Good,2025-04
2273,Chana Dal Namkeen,Snacks,14,30,420,16-08-2024,Delhi,475, 2.80 ,Low,August,Bad,2024-08
2274,Chana Dal Namkeen,Snacks,15,30,450,11-07-2024,Hyderabad,51, 4.20 ,Low,July,Good,2024-07
2275,Masala Papad,Appetizers,14,10,140,27-12-2024,Hyderabad,691, 4.50 ,Low,December,Good,2024-12
2276,Bhel Puri,Snacks,9,35,315,12-02-2025,Bangalore,300, 2.50 ,Low,February,Bad,2025-02
2277,Kaju Katli,Sweets,10,150,1500,26-07-2024,Delhi,610, 4.30 ,High,July,Good,2024-07
2278,Bhel Puri,Snacks,13,35,455,04-01-2025,Chennai,179, 2.70 ,Low,January,Bad,2025-01
2279,Rasgulla Tin,Sweets,16,80,1280,27-12-2024,Pune,914, 4.90 ,High,December,Good,2024-12
2280,Mathri,Snacks,8,40,320,26-08-2024,Ahmedabad,582, 2.70 ,Low,August,Bad,2024-08
2281,Kaju Katli,Sweets,2,150,300,29-05-2025,Bangalore,623, 4.10 ,Low,May,Good,2025-05
2282,Navratan Mix,Snacks,13,25,325,09-04-2025,Ahmedabad,742, 4.80 ,Low,April,Good,2025-04
2283,Masala Papad,Appetizers,14,10,140,25-10-2024,Pune,22, 4.40 ,Low,October,Good,2024-10
2284,Navratan Mix,Snacks,14,25,350,26-10-2024,Mumbai,812, 3.20 ,Low,October,Average,2024-10
2285,Masala Papad,Appetizers,20,10,200,21-03-2025,Ahmedabad,552, 3.10 ,Low,March,Average,2025-03
2286,Aloo Bhujia,Snacks,12,20,240,26-04-2025,Lucknow,484, 4.80 ,Low,April,Good,2025-04
2287,Masala Papad,Appetizers,6,10,60,17-02-2025,Kolkata,513, 4.00 ,Low,February,Good,2025-02
2288,Rasgulla Tin,Sweets,10,80,800,24-04-2025,Kolkata,5, 2.50 ,Medium,April,Bad,2025-04
2289,Soan Papdi,Sweets,5,70,350,08-08-2024,Kolkata,273, 4.50 ,Low,August,Good,2024-08
2290,Kaju Katli,Sweets,4,150,600,11-09-2024,Chennai,230, 3.76 ,Medium,September,Average,2024-09
2291,Kaju Katli,Sweets,8,150,1200,21-07-2024,Mumbai,626, 4.30 ,High,July,Good,2024-07
2292,Chana Dal Namkeen,Snacks,19,30,570,07-08-2024,Pune,650, 3.90 ,Medium,August,Average,2024-08
2293,Chana Dal Namkeen,Snacks,18,30,540,19-09-2024,Delhi,351, 3.40 ,Medium,September,Average,2024-09
2294,Chana Dal Namkeen,Snacks,5,30,150,27-08-2024,Jaipur,874, 3.00 ,Low,August,Average,2024-08
2295,Rasgulla Tin,Sweets,13,80,1040,18-08-2024,Kolkata,412, 3.76 ,High,August,Average,2024-08
2296,Mathri,Snacks,3,40,120,31-01-2025,Jaipur,574, 2.70 ,Low,January,Bad,2025-01
2297,Bhel Puri,Snacks,12,35,420,10-08-2024,Kolkata,298, 3.60 ,Low,August,Average,2024-08
2298,Chana Dal Namkeen,Snacks,1,30,30,03-04-2025,Bangalore,639, 4.10 ,Low,April,Good,2025-04
2299,Mathri,Snacks,14,40,560,02-04-2025,Pune,783, 3.76 ,Medium,April,Average,2025-04
2300,Masala Papad,Appetizers,18,10,180,21-02-2025,Jaipur,240, 3.80 ,Low,February,Average,2025-02
2301,Soan Papdi,Sweets,20,70,1400,11-07-2024,Mumbai,99, 3.00 ,High,July,Average,2024-07
2302,Navratan Mix,Snacks,19,25,475,19-08-2024,Kolkata,182, 4.40 ,Low,August,Good,2024-08
2303,Soan Papdi,Sweets,18,70,1260,08-04-2025,Pune,360, 3.50 ,High,April,Average,2025-04
2304,Mathri,Snacks,9,40,360,10-02-2025,Hyderabad,788, 2.80 ,Low,February,Bad,2025-02
2305,Kaju Katli,Sweets,17,150,2550,20-12-2024,Ahmedabad,545, 4.60 ,High,December,Good,2024-12
2306,Chana Dal Namkeen,Snacks,15,30,450,09-12-2024,Kolkata,845, 2.90 ,Low,December,Bad,2024-12
2307,Rasgulla Tin,Sweets,13,80,1040,31-03-2025,Kolkata,3, 3.30 ,High,March,Average,2025-03
2308,Chana Dal Namkeen,Snacks,6,30,180,16-01-2025,Mumbai,392, 3.50 ,Low,January,Average,2025-01
2309,Soan Papdi,Sweets,14,70,980,03-04-2025,Chennai,651, 3.76 ,Medium,April,Average,2025-04
2310,Gulab Jamun Tin,Sweets,5,90,450,23-01-2025,Lucknow,634, 2.70 ,Low,January,Bad,2025-01
2311,Mathri,Snacks,14,40,560,03-12-2024,Delhi,332, 2.90 ,Medium,December,Bad,2024-12
2312,Chana Dal Namkeen,Snacks,3,30,90,03-03-2025,Hyderabad,23, 4.70 ,Low,March,Good,2025-03
2313,Soan Papdi,Sweets,18,70,1260,05-06-2025,Ahmedabad,884, 4.80 ,High,June,Good,2025-06
2314,Chana Dal Namkeen,Snacks,12,30,360,20-05-2025,Chennai,179, 4.30 ,Low,May,Good,2025-05
2315,Gulab Jamun Tin,Sweets,11,90,990,17-01-2025,Bangalore,300, 2.60 ,Medium,January,Bad,2025-01
2316,Mathri,Snacks,15,40,600,16-02-2025,Jaipur,250, 3.60 ,Medium,February,Average,2025-02
2317,Gulab Jamun Tin,Sweets,6,90,540,13-02-2025,Jaipur,512, 4.50 ,Medium,February,Good,2025-02
2318,Kaju Katli,Sweets,6,150,900,09-02-2025,Chennai,473, 2.70 ,Medium,February,Bad,2025-02
2319,Aloo Bhujia,Snacks,14,20,280,15-10-2024,Ahmedabad,481, 2.70 ,Low,October,Bad,2024-10
2320,Soan Papdi,Sweets,9,70,630,13-05-2025,Ahmedabad,123, 4.00 ,Medium,May,Good,2025-05
2321,Bhel Puri,Snacks,1,35,35,10-02-2025,Jaipur,492, 2.60 ,Low,February,Bad,2025-02
2322,Soan Papdi,Sweets,2,70,140,12-10-2024,Hyderabad,409, 3.80 ,Low,October,Average,2024-10
2323,Chana Dal Namkeen,Snacks,14,30,420,09-08-2024,Mumbai,106, 3.20 ,Low,August,Average,2024-08
2324,Mathri,Snacks,4,40,160,29-11-2024,Bangalore,375, 3.30 ,Low,November,Average,2024-11
2325,Gulab Jamun Tin,Sweets,16,90,1440,08-07-2024,Chennai,270, 4.10 ,High,July,Good,2024-07
2326,Navratan Mix,Snacks,15,25,375,11-12-2024,Jaipur,770, 3.10 ,Low,December,Average,2024-12
2327,Masala Papad,Appetizers,15,10,150,30-11-2024,Hyderabad,806, 3.10 ,Low,November,Average,2024-11
2328,Masala Papad,Appetizers,20,10,200,12-02-2025,Delhi,779, 3.80 ,Low,February,Average,2025-02
2329,Aloo Bhujia,Snacks,8,20,160,07-10-2024,Hyderabad,577, 3.20 ,Low,October,Average,2024-10
2330,Rasgulla Tin,Sweets,19,80,1520,17-04-2025,Kolkata,486, 4.20 ,High,April,Good,2025-04
2331,Rasgulla Tin,Sweets,5,80,400,26-09-2024,Bangalore,622, 3.50 ,Low,September,Average,2024-09
2332,Gulab Jamun Tin,Sweets,1,90,90,27-01-2025,Chennai,597, 4.00 ,Low,January,Good,2025-01
2333,Masala Papad,Appetizers,12,10,120,03-07-2024,Ahmedabad,763, 3.80 ,Low,July,Average,2024-07
2334,Chana Dal Namkeen,Snacks,20,30,600,26-10-2024,Bangalore,995, 2.90 ,Medium,October,Bad,2024-10
2335,Bhel Puri,Snacks,11,35,385,26-12-2024,Ahmedabad,383, 4.80 ,Low,December,Good,2024-12
2336,Rasgulla Tin,Sweets,17,80,1360,10-07-2024,Jaipur,179, 3.40 ,High,July,Average,2024-07
2337,Navratan Mix,Snacks,11,25,275,10-10-2024,Chennai,316, 2.90 ,Low,October,Bad,2024-10
2338,Mathri,Snacks,4,40,160,08-12-2024,Chennai,365, 3.90 ,Low,December,Average,2024-12
2339,Aloo Bhujia,Snacks,17,20,340,04-12-2024,Chennai,759, 4.20 ,Low,December,Good,2024-12
2340,Soan Papdi,Sweets,4,70,280,26-06-2024,Hyderabad,519, 3.90 ,Low,June,Average,2024-06
2341,Bhel Puri,Snacks,18,35,630,04-07-2024,Mumbai,993, 3.60 ,Medium,July,Average,2024-07
2342,Bhel Puri,Snacks,8,35,280,02-11-2024,Chennai,262, 3.00 ,Low,November,Average,2024-11
2343,Gulab Jamun Tin,Sweets,8,90,720,30-04-2025,Jaipur,181, 3.76 ,Medium,April,Average,2025-04
2344,Mathri,Snacks,9,40,360,01-10-2024,Ahmedabad,284, 3.00 ,Low,October,Average,2024-10
2345,Navratan Mix,Snacks,5,25,125,11-07-2024,Ahmedabad,310, 3.10 ,Low,July,Average,2024-07
2346,Mathri,Snacks,19,40,760,17-02-2025,Jaipur,475, 4.70 ,Medium,February,Good,2025-02
2347,Aloo Bhujia,Snacks,11,20,220,13-05-2025,Mumbai,201, 3.60 ,Low,May,Average,2025-05
2348,Chana Dal Namkeen,Snacks,7,30,210,10-05-2025,Mumbai,555, 4.00 ,Low,May,Good,2025-05
2349,Masala Papad,Appetizers,19,10,190,17-07-2024,Delhi,595, 4.80 ,Low,July,Good,2024-07
2350,Chana Dal Namkeen,Snacks,7,30,210,05-02-2025,Lucknow,825, 4.40 ,Low,February,Good,2025-02
2351,Aloo Bhujia,Snacks,9,20,180,28-01-2025,Pune,615, 4.10 ,Low,January,Good,2025-01
2352,Kaju Katli,Sweets,17,150,2550,25-12-2024,Jaipur,526, 4.10 ,High,December,Good,2024-12
2353,Masala Papad,Appetizers,18,10,180,08-11-2024,Chennai,349, 3.90 ,Low,November,Average,2024-11
2354,Masala Papad,Appetizers,15,10,150,08-12-2024,Mumbai,1000, 3.00 ,Low,December,Average,2024-12
2355,Aloo Bhujia,Snacks,11,20,220,23-01-2025,Ahmedabad,481, 2.90 ,Low,January,Bad,2025-01
2356,Soan Papdi,Sweets,10,70,700,13-01-2025,Mumbai,947, 3.40 ,Medium,January,Average,2025-01
2357,Bhel Puri,Snacks,6,35,210,15-04-2025,Chennai,797, 3.10 ,Low,April,Average,2025-04
2358,Masala Papad,Appetizers,17,10,170,25-03-2025,Kolkata,327, 3.70 ,Low,March,Average,2025-03
2359,Masala Papad,Appetizers,20,10,200,25-05-2025,Chennai,584, 3.30 ,Low,May,Average,2025-05
2360,Gulab Jamun Tin,Sweets,13,90,1170,27-06-2024,Bangalore,872, 4.20 ,High,June,Good,2024-06
2361,Kaju Katli,Sweets,17,150,2550,03-12-2024,Jaipur,669, 3.50 ,High,December,Average,2024-12
2362,Masala Papad,Appetizers,8,10,80,31-05-2025,Kolkata,483, 4.60 ,Low,May,Good,2025-05
2363,Kaju Katli,Sweets,5,150,750,22-04-2025,Kolkata,341, 4.60 ,Medium,April,Good,2025-04
2364,Kaju Katli,Sweets,15,150,2250,20-01-2025,Kolkata,435, 4.40 ,High,January,Good,2025-01
2365,Aloo Bhujia,Snacks,13,20,260,20-02-2025,Delhi,991, 4.10 ,Low,February,Good,2025-02
2366,Rasgulla Tin,Sweets,15,80,1200,24-08-2024,Kolkata,19, 3.00 ,High,August,Average,2024-08
2367,Masala Papad,Appetizers,10,10,100,14-10-2024,Hyderabad,24, 4.50 ,Low,October,Good,2024-10
2368,Kaju Katli,Sweets,18,150,2700,01-02-2025,Ahmedabad,756, 3.00 ,High,February,Average,2025-02
2369,Bhel Puri,Snacks,15,35,525,13-12-2024,Kolkata,109, 2.90 ,Medium,December,Bad,2024-12
2370,Chana Dal Namkeen,Snacks,19,30,570,23-12-2024,Jaipur,974, 2.60 ,Medium,December,Bad,2024-12
2371,Soan Papdi,Sweets,16,70,1120,09-08-2024,Chennai,286, 4.00 ,High,August,Good,2024-08
2372,Aloo Bhujia,Snacks,4,20,80,06-07-2024,Delhi,654, 3.80 ,Low,July,Average,2024-07
2373,Chana Dal Namkeen,Snacks,10,30,300,03-12-2024,Mumbai,483, 4.40 ,Low,December,Good,2024-12
2374,Kaju Katli,Sweets,14,150,2100,22-07-2024,Bangalore,894, 3.20 ,High,July,Average,2024-07
2375,Gulab Jamun Tin,Sweets,18,90,1620,22-04-2025,Mumbai,448, 3.90 ,High,April,Average,2025-04
2376,Masala Papad,Appetizers,18,10,180,27-05-2025,Ahmedabad,836, 2.60 ,Low,May,Bad,2025-05
2377,Navratan Mix,Snacks,11,25,275,03-05-2025,Hyderabad,926, 4.40 ,Low,May,Good,2025-05
2378,Gulab Jamun Tin,Sweets,6,90,540,23-10-2024,Hyderabad,479, 3.40 ,Medium,October,Average,2024-10
2379,Gulab Jamun Tin,Sweets,9,90,810,16-03-2025,Kolkata,618, 2.60 ,Medium,March,Bad,2025-03
2380,Navratan Mix,Snacks,14,25,350,14-07-2024,Pune,405, 4.50 ,Low,July,Good,2024-07
2381,Bhel Puri,Snacks,2,35,70,24-12-2024,Ahmedabad,382, 3.76 ,Low,December,Average,2024-12
2382,Soan Papdi,Sweets,2,70,140,17-02-2025,Ahmedabad,894, 4.50 ,Low,February,Good,2025-02
2383,Chana Dal Namkeen,Snacks,10,30,300,18-08-2024,Lucknow,341, 4.30 ,Low,August,Good,2024-08
2384,Mathri,Snacks,3,40,120,27-06-2024,Ahmedabad,799, 2.90 ,Low,June,Bad,2024-06
2385,Bhel Puri,Snacks,3,35,105,16-09-2024,Lucknow,944, 4.10 ,Low,September,Good,2024-09
2386,Gulab Jamun Tin,Sweets,3,90,270,13-03-2025,Pune,837, 3.60 ,Low,March,Average,2025-03
2387,Rasgulla Tin,Sweets,11,80,880,29-11-2024,Mumbai,186, 3.30 ,Medium,November,Average,2024-11
2388,Bhel Puri,Snacks,14,35,490,29-11-2024,Delhi,411, 2.50 ,Low,November,Bad,2024-11
2389,Soan Papdi,Sweets,1,70,70,01-01-2025,Delhi,230, 2.90 ,Low,January,Bad,2025-01
2390,Gulab Jamun Tin,Sweets,19,90,1710,01-01-2025,Hyderabad,545, 4.20 ,High,January,Good,2025-01
2391,Mathri,Snacks,12,40,480,03-02-2025,Lucknow,156, 2.90 ,Low,February,Bad,2025-02
2392,Masala Papad,Appetizers,6,10,60,12-08-2024,Mumbai,26, 4.90 ,Low,August,Good,2024-08
2393,Aloo Bhujia,Snacks,5,20,100,31-10-2024,Ahmedabad,356, 3.30 ,Low,October,Average,2024-10
2394,Kaju Katli,Sweets,8,150,1200,03-11-2024,Chennai,206, 3.60 ,High,November,Average,2024-11
2395,Masala Papad,Appetizers,8,10,80,03-06-2025,Chennai,790, 2.80 ,Low,June,Bad,2025-06
2396,Chana Dal Namkeen,Snacks,4,30,120,29-09-2024,Pune,26, 4.40 ,Low,September,Good,2024-09
2397,Gulab Jamun Tin,Sweets,13,90,1170,09-11-2024,Delhi,457, 3.00 ,High,November,Average,2024-11
