Order_ID,Product_Name,Category,Quantity,Price_per_Unit,Total_Price,Order_Date,Store_Location,Stock_Available,Customer_Rating
1312,Chana Dal Namkeen,Snacks,3,30,90,2025-04-15,Chennai,614,4.5
1313,Kaju Katli,Sweets,19,150,2850,2025-02-09,Pune,825,3.1
1314,Soan Papdi,Sweets,7,70,490,2025-01-27,Bangalore,109,4.9
1315,Chana Dal Namkeen,Snacks,14,30,420,2025-02-23,Kolkata,883,3.7
1316,Kaju Katli,Sweets,4,150,600,2025-04-20,Hyderabad,558,4.2
1317,Masala Papad,Appetizers,5,10,50,2025-06-09,Hyderabad,486,4.6
1318,Aloo Bhujia,Snacks,20,20,400,2024-08-27,Delhi,861,4.5
1319,Aloo Bhujia,Snacks,8,20,160,2024-11-24,Kolkata,565,4.1
1320,Kaju Katli,Sweets,4,150,600,2024-07-26,Ahmedabad,887,3.6
1321,Aloo Bhujia,Snacks,13,20,260,2025-01-09,Kolkata,308,4.6
1322,Gulab Jamun Tin,Sweets,10,90,900,2024-09-07,Chennai,880,4.8
1323,Kaju Katli,Sweets,14,150,2100,2025-02-18,Delhi,280,4.6
1324,Chana Dal Namkeen,Snacks,16,30,480,2024-08-08,Pune,948,4.3
1325,Navratan Mix,Snacks,6,25,150,2025-05-30,Kolkata,518,3.6
1326,Bhel Puri,Snacks,11,35,385,2024-09-23,Jaipur,711,
1327,Aloo Bhujia,Snacks,6,20,120,2025-04-29,Jaipur,810,2.5
1328,Gulab Jamun Tin,Sweets,10,90,900,2024-08-06,Hyderabad,589,2.9
1329,Bhel Puri,Snacks,5,35,175,2024-07-09,Lucknow,702,4.8
1330,Chana Dal Namkeen,Snacks,16,30,480,2024-07-05,Bangalore,266,4.0
1331,Kaju Katli,Sweets,10,150,1500,2024-08-15,Chennai,86,3.0
1332,Soan Papdi,Sweets,19,70,1330,2025-04-15,Chennai,21,4.8
1333,Mathri,Snacks,8,40,320,2024-10-09,Mumbai,997,3.2
1334,Rasgulla Tin,Sweets,2,80,160,2025-01-29,Pune,632,3.2
1335,Navratan Mix,Snacks,12,25,300,2025-03-29,Bangalore,969,2.5
1336,Bhel Puri,Snacks,14,35,490,2025-04-28,Jaipur,847,2.8
1337,Gulab Jamun Tin,Sweets,7,90,630,2025-01-19,Kolkata,294,3.5
1338,Soan Papdi,Sweets,7,70,490,2025-06-04,Lucknow,220,3.2
1339,Gulab Jamun Tin,Sweets,14,90,1260,2024-10-02,Bangalore,418,2.6
1340,Masala Papad,Appetizers,8,10,80,2024-11-29,Lucknow,461,3.4
1341,Chana Dal Namkeen,Snacks,3,30,90,2024-07-30,Delhi,480,3.3
1342,Soan Papdi,Sweets,7,70,490,2024-12-11,Pune,725,4.0
1343,Navratan Mix,Snacks,4,25,100,2025-03-06,Ahmedabad,60,4.8
1344,Chana Dal Namkeen,Snacks,12,30,360,2024-10-08,Lucknow,961,4.5
1345,Aloo Bhujia,Snacks,1,20,20,2025-03-10,Kolkata,516,3.3
1346,Soan Papdi,Sweets,12,70,840,2024-11-15,Bangalore,991,2.6
1347,Rasgulla Tin,Sweets,9,80,720,2024-09-25,Bangalore,515,3.3
1348,Chana Dal Namkeen,Snacks,5,30,150,2024-12-23,Mumbai,324,3.6
1349,Masala Papad,Appetizers,4,10,40,2025-01-07,Hyderabad,45,3.7
1350,Masala Papad,Appetizers,12,10,120,2024-12-20,Pune,289,3.2
1351,Masala Papad,Appetizers,17,10,170,2024-11-29,Hyderabad,446,3.3
1352,Chana Dal Namkeen,Snacks,5,30,150,2024-07-13,Ahmedabad,873,4.1
1353,Chana Dal Namkeen,Snacks,2,30,60,2025-01-30,Chennai,152,3.0
1354,Chana Dal Namkeen,Snacks,9,30,270,2024-06-27,Bangalore,722,2.8
1355,Chana Dal Namkeen,Snacks,2,30,60,2025-05-23,Jaipur,365,3.9
1356,Chana Dal Namkeen,Snacks,16,30,480,2024-11-26,Mumbai,866,2.9
1357,Kaju Katli,Sweets,3,150,450,2025-03-24,Chennai,889,4.6
1358,Bhel Puri,Snacks,9,35,315,2024-10-15,Lucknow,912,3.0
1359,Aloo Bhujia,Snacks,17,20,340,2025-02-01,Lucknow,184,2.7
1360,Chana Dal Namkeen,Snacks,4,30,120,2024-09-17,Hyderabad,26,5.0
1361,Navratan Mix,Snacks,13,25,325,2024-06-22,Hyderabad,604,2.8
1362,Kaju Katli,Sweets,5,150,750,2024-07-17,Delhi,83,4.3
1363,Chana Dal Namkeen,Snacks,15,30,450,2024-09-08,Kolkata,608,3.3
1364,Aloo Bhujia,Snacks,20,20,400,2025-02-28,Jaipur,332,5.0
1365,Mathri,Snacks,5,40,200,2025-05-02,Chennai,883,
1366,Masala Papad,Appetizers,11,10,110,2025-05-12,Delhi,761,4.9
1367,Soan Papdi,Sweets,3,70,210,2025-01-21,Pune,261,4.9
1368,Soan Papdi,Sweets,3,70,210,2025-01-26,Delhi,872,3.5
1369,Soan Papdi,Sweets,10,70,700,2024-06-20,Bangalore,123,4.5
1370,Masala Papad,Appetizers,20,10,200,2025-04-05,Bangalore,367,4.6
1371,Bhel Puri,Snacks,7,35,245,2025-02-28,Jaipur,456,3.7
1372,Mathri,Snacks,20,40,800,2025-04-27,Pune,92,4.5
1373,Mathri,Snacks,6,40,240,2024-09-24,Pune,645,2.6
1374,Kaju Katli,Sweets,15,150,2250,2025-01-21,Chennai,663,2.9
1375,Chana Dal Namkeen,Snacks,17,30,510,2024-06-27,Ahmedabad,85,3.6
1376,Chana Dal Namkeen,Snacks,10,30,300,2025-04-04,Bangalore,130,3.3
1377,Gulab Jamun Tin,Sweets,17,90,1530,2025-04-01,Pune,302,3.9
1378,Aloo Bhujia,Snacks,17,20,340,2024-08-19,Mumbai,522,2.7
1379,Mathri,Snacks,9,40,360,2024-12-11,Hyderabad,260,4.4
1380,Aloo Bhujia,Snacks,4,20,80,2024-12-30,Jaipur,183,4.6
1381,Aloo Bhujia,Snacks,3,20,60,2025-02-20,Pune,897,3.3
1382,Chana Dal Namkeen,Snacks,15,30,450,2024-11-30,Lucknow,827,4.9
1383,Rasgulla Tin,Sweets,7,80,560,2025-06-02,Bangalore,80,4.0
1384,Navratan Mix,Snacks,14,25,350,2024-09-28,Ahmedabad,18,
1385,Navratan Mix,Snacks,1,25,25,2024-08-21,Bangalore,671,4.2
1386,Mathri,Snacks,16,40,640,2025-01-25,Kolkata,633,4.0
1387,Soan Papdi,Sweets,10,70,700,2024-11-28,Mumbai,128,3.0
1388,Aloo Bhujia,Snacks,7,20,140,2025-02-13,Delhi,214,2.9
1389,Gulab Jamun Tin,Sweets,14,90,1260,2025-04-24,Ahmedabad,195,4.4
1390,Rasgulla Tin,Sweets,16,80,1280,2024-12-19,Pune,22,4.8
1391,Chana Dal Namkeen,Snacks,16,30,480,2024-07-17,Jaipur,20,4.0
1392,Gulab Jamun Tin,Sweets,10,90,900,2024-12-11,Lucknow,849,2.6
1393,Aloo Bhujia,Snacks,4,20,80,2024-10-25,Pune,425,4.3
1394,Mathri,Snacks,18,40,720,2024-11-17,Kolkata,37,3.7
1395,Mathri,Snacks,20,40,800,2024-10-19,Jaipur,237,3.8
1396,Soan Papdi,Sweets,19,70,1330,2024-10-14,Hyderabad,566,4.7
1397,Soan Papdi,Sweets,16,70,1120,2025-02-27,Mumbai,506,4.1
1398,Chana Dal Namkeen,Snacks,14,30,420,2024-07-22,Delhi,165,3.0
1399,Kaju Katli,Sweets,15,150,2250,2025-05-11,Chennai,519,4.8
1400,Kaju Katli,Sweets,20,150,3000,2024-08-13,Jaipur,134,4.3
1401,Soan Papdi,Sweets,14,70,980,2024-10-18,Hyderabad,815,4.9
1402,Rasgulla Tin,Sweets,20,80,1600,2024-11-18,Chennai,289,2.7
1403,Chana Dal Namkeen,Snacks,5,30,150,2025-03-08,Bangalore,204,3.7
1404,Soan Papdi,Sweets,16,70,1120,2024-12-21,Kolkata,240,2.6
1405,Aloo Bhujia,Snacks,12,20,240,2024-10-01,Kolkata,365,2.9
1406,Bhel Puri,Snacks,2,35,70,2025-02-24,Mumbai,345,4.0
1407,Navratan Mix,Snacks,18,25,450,2024-11-14,Chennai,498,3.4
1408,Kaju Katli,Sweets,2,150,300,2025-04-23,Ahmedabad,273,4.6
1409,Bhel Puri,Snacks,20,35,700,2025-04-03,Mumbai,723,4.9
1410,Chana Dal Namkeen,Snacks,4,30,120,2025-01-11,Mumbai,800,4.5
1411,Navratan Mix,Snacks,18,25,450,2024-06-26,Delhi,519,4.1
1412,Gulab Jamun Tin,Sweets,12,90,1080,2024-12-05,Bangalore,745,3.6
1413,Bhel Puri,Snacks,16,35,560,2024-07-16,Mumbai,157,3.3
1414,Rasgulla Tin,Sweets,4,80,320,2024-10-12,Chennai,449,4.4
1415,Aloo Bhujia,Snacks,8,20,160,2024-09-18,Jaipur,349,2.9
1416,Masala Papad,Appetizers,12,10,120,2024-10-15,Pune,369,3.1
1417,Bhel Puri,Snacks,14,35,490,2024-07-27,Chennai,141,3.5
1418,Soan Papdi,Sweets,15,70,1050,2025-04-08,Ahmedabad,813,4.9
1419,Chana Dal Namkeen,Snacks,5,30,150,2024-11-15,Delhi,734,4.9
1420,Navratan Mix,Snacks,11,25,275,2025-05-13,Hyderabad,411,2.9
1421,Aloo Bhujia,Snacks,13,20,260,2024-12-28,Delhi,676,2.9
1422,Mathri,Snacks,2,40,80,2025-04-28,Ahmedabad,996,3.5
1423,Bhel Puri,Snacks,10,35,350,2024-06-12,Hyderabad,931,4.6
1424,Bhel Puri,Snacks,20,35,700,2025-02-22,Bangalore,717,4.1
1425,Bhel Puri,Snacks,20,35,700,2025-05-15,Lucknow,667,3.4
1426,Soan Papdi,Sweets,7,70,490,2025-01-08,Kolkata,86,
1427,Kaju Katli,Sweets,13,150,1950,2024-12-08,Bangalore,532,3.2
1428,Navratan Mix,Snacks,17,25,425,2024-11-19,Ahmedabad,319,4.4
1429,Rasgulla Tin,Sweets,1,80,80,2024-07-03,Delhi,911,4.0
1430,Gulab Jamun Tin,Sweets,10,90,900,2024-08-23,Pune,517,2.6
1431,Kaju Katli,Sweets,9,150,1350,2024-12-30,Ahmedabad,362,4.4
1432,Navratan Mix,Snacks,15,25,375,2024-10-30,Kolkata,586,3.6
1433,Gulab Jamun Tin,Sweets,19,90,1710,2025-02-08,Lucknow,731,4.1
1434,Bhel Puri,Snacks,20,35,700,2025-04-01,Chennai,358,4.2
1435,Mathri,Snacks,5,40,200,2024-12-22,Pune,532,2.8
1436,Bhel Puri,Snacks,19,35,665,2025-02-09,Chennai,842,3.6
1437,Rasgulla Tin,Sweets,14,80,1120,2024-11-30,Pune,83,3.6
1438,Rasgulla Tin,Sweets,16,80,1280,2025-04-03,Chennai,456,4.2
1439,Soan Papdi,Sweets,19,70,1330,2024-07-02,Ahmedabad,531,4.7
1440,Mathri,Snacks,16,40,640,2024-08-30,Pune,450,4.9
1441,Soan Papdi,Sweets,6,70,420,2024-09-23,Bangalore,517,4.3
1442,Rasgulla Tin,Sweets,17,80,1360,2025-01-11,Ahmedabad,120,3.6
1443,Aloo Bhujia,Snacks,6,20,120,2024-08-01,Ahmedabad,378,2.8
1444,Soan Papdi,Sweets,4,70,280,2025-06-07,Mumbai,378,2.6
1445,Rasgulla Tin,Sweets,4,80,320,2024-10-01,Hyderabad,312,3.3
1446,Chana Dal Namkeen,Snacks,1,30,30,2024-11-29,Bangalore,145,3.6
1447,Masala Papad,Appetizers,10,10,100,2025-05-20,Chennai,187,3.7
1448,Navratan Mix,Snacks,18,25,450,2025-03-10,Hyderabad,69,3.5
1449,Mathri,Snacks,10,40,400,2024-12-17,Lucknow,463,4.5
1450,Chana Dal Namkeen,Snacks,20,30,600,2024-07-29,Bangalore,780,4.1
1451,Chana Dal Namkeen,Snacks,15,30,450,2024-06-23,Bangalore,887,2.7
1452,Mathri,Snacks,20,40,800,2025-02-11,Pune,396,3.5
1453,Bhel Puri,Snacks,2,35,70,2025-02-03,Jaipur,753,2.7
1454,Rasgulla Tin,Sweets,1,80,80,2025-04-18,Lucknow,645,4.3
1455,Bhel Puri,Snacks,4,35,140,2024-09-12,Ahmedabad,87,4.0
1456,Mathri,Snacks,2,40,80,2025-03-14,Lucknow,534,3.7
1457,Aloo Bhujia,Snacks,4,20,80,2024-08-12,Ahmedabad,184,3.2
1458,Gulab Jamun Tin,Sweets,8,90,720,2024-10-10,Lucknow,454,3.8
1459,Kaju Katli,Sweets,13,150,1950,2025-01-11,Lucknow,46,4.8
1460,Kaju Katli,Sweets,14,150,2100,2024-06-17,Bangalore,424,
1461,Bhel Puri,Snacks,11,35,385,2025-01-12,Pune,263,4.9
1462,Bhel Puri,Snacks,6,35,210,2024-11-17,Kolkata,147,4.4
1463,Rasgulla Tin,Sweets,10,80,800,2024-07-18,Pune,694,4.0
1464,Kaju Katli,Sweets,6,150,900,2024-09-07,Delhi,730,3.5
1465,Kaju Katli,Sweets,5,150,750,2025-05-04,Pune,914,3.4
1466,Navratan Mix,Snacks,2,25,50,2025-06-01,Chennai,245,4.0
1467,Chana Dal Namkeen,Snacks,17,30,510,2024-07-26,Ahmedabad,394,3.2
1468,Kaju Katli,Sweets,15,150,2250,2024-12-08,Ahmedabad,416,2.6
1469,Gulab Jamun Tin,Sweets,1,90,90,2024-07-27,Kolkata,567,4.2
1470,Gulab Jamun Tin,Sweets,18,90,1620,2025-02-18,Bangalore,311,3.6
1471,Bhel Puri,Snacks,7,35,245,2025-05-01,Bangalore,382,2.9
1472,Gulab Jamun Tin,Sweets,18,90,1620,2024-08-10,Pune,984,3.6
1473,Aloo Bhujia,Snacks,15,20,300,2024-12-22,Lucknow,296,2.9
1474,Aloo Bhujia,Snacks,16,20,320,2025-06-09,Kolkata,612,4.2
1475,Kaju Katli,Sweets,7,150,1050,2025-03-17,Lucknow,860,2.6
1476,Bhel Puri,Snacks,19,35,665,2024-10-03,Mumbai,307,4.2
1477,Rasgulla Tin,Sweets,18,80,1440,2024-12-26,Kolkata,899,4.0
1478,Kaju Katli,Sweets,11,150,1650,2025-03-12,Kolkata,770,3.2
1479,Kaju Katli,Sweets,11,150,1650,2024-09-26,Chennai,470,3.3
1480,Rasgulla Tin,Sweets,1,80,80,2024-11-20,Lucknow,487,
1481,Aloo Bhujia,Snacks,6,20,120,2025-05-02,Pune,569,4.3
1482,Soan Papdi,Sweets,18,70,1260,2024-12-16,Mumbai,806,4.1
1483,Bhel Puri,Snacks,1,35,35,2024-12-12,Jaipur,688,4.9
1484,Soan Papdi,Sweets,20,70,1400,2024-09-14,Hyderabad,396,4.4
1485,Aloo Bhujia,Snacks,4,20,80,2024-12-06,Jaipur,379,3.6
1486,Gulab Jamun Tin,Sweets,1,90,90,2025-01-12,Kolkata,696,3.4
1487,Navratan Mix,Snacks,20,25,500,2024-08-07,Kolkata,827,3.1
1488,Chana Dal Namkeen,Snacks,12,30,360,2024-11-07,Delhi,287,4.3
1489,Mathri,Snacks,7,40,280,2024-08-25,Delhi,200,4.1
1490,Navratan Mix,Snacks,9,25,225,2025-06-05,Lucknow,512,3.9
1491,Mathri,Snacks,20,40,800,2025-01-30,Lucknow,179,2.8
1492,Navratan Mix,Snacks,5,25,125,2024-12-26,Kolkata,955,3.1
1493,Bhel Puri,Snacks,9,35,315,2025-03-28,Chennai,868,5.0
1494,Bhel Puri,Snacks,20,35,700,2025-05-19,Kolkata,697,3.6
1495,Soan Papdi,Sweets,2,70,140,2024-08-04,Hyderabad,442,3.5
1496,Navratan Mix,Snacks,17,25,425,2025-05-13,Jaipur,507,4.4
1497,Gulab Jamun Tin,Sweets,2,90,180,2024-07-09,Kolkata,940,3.6
1498,Aloo Bhujia,Snacks,13,20,260,2024-09-27,Chennai,342,3.9
1499,Aloo Bhujia,Snacks,8,20,160,2025-04-08,Pune,980,3.1
1500,Rasgulla Tin,Sweets,11,80,880,2025-04-14,Kolkata,64,2.7
1501,Chana Dal Namkeen,Snacks,14,30,420,2025-05-09,Delhi,606,4.8
1502,Masala Papad,Appetizers,8,10,80,2024-11-20,Mumbai,484,3.4
1503,Aloo Bhujia,Snacks,11,20,220,2024-10-21,Ahmedabad,813,2.7
1504,Mathri,Snacks,20,40,800,2025-06-09,Jaipur,782,3.6
1505,Navratan Mix,Snacks,3,25,75,2025-04-13,Delhi,938,
1506,Kaju Katli,Sweets,3,150,450,2024-12-26,Bangalore,63,3.6
1507,Masala Papad,Appetizers,20,10,200,2024-09-23,Pune,67,2.6
1508,Aloo Bhujia,Snacks,10,20,200,2025-04-26,Pune,411,4.4
1509,Gulab Jamun Tin,Sweets,20,90,1800,2024-06-12,Lucknow,10,3.7
1510,Soan Papdi,Sweets,20,70,1400,2024-09-29,Lucknow,103,4.8
1511,Aloo Bhujia,Snacks,15,20,300,2025-03-20,Ahmedabad,336,2.8
1512,Aloo Bhujia,Snacks,20,20,400,2024-10-05,Mumbai,607,3.0
1513,Mathri,Snacks,5,40,200,2025-05-03,Ahmedabad,262,3.7
1514,Mathri,Snacks,15,40,600,2025-01-25,Bangalore,248,2.6
1515,Rasgulla Tin,Sweets,10,80,800,2025-01-23,Lucknow,446,4.1
1516,Kaju Katli,Sweets,10,150,1500,2025-02-23,Lucknow,906,2.9
1517,Chana Dal Namkeen,Snacks,10,30,300,2024-12-19,Lucknow,351,4.9
1518,Bhel Puri,Snacks,19,35,665,2025-05-14,Bangalore,58,4.5
1519,Bhel Puri,Snacks,2,35,70,2024-08-08,Pune,352,3.0
1520,Gulab Jamun Tin,Sweets,3,90,270,2024-12-02,Hyderabad,193,4.2
1521,Chana Dal Namkeen,Snacks,20,30,600,2025-01-07,Hyderabad,872,4.9
1522,Mathri,Snacks,10,40,400,2024-12-17,Pune,336,3.6
1523,Aloo Bhujia,Snacks,16,20,320,2024-10-24,Chennai,942,
1524,Gulab Jamun Tin,Sweets,8,90,720,2024-10-19,Jaipur,638,3.7
1525,Kaju Katli,Sweets,13,150,1950,2025-01-12,Chennai,409,5.0
1526,Kaju Katli,Sweets,1,150,150,2025-04-04,Mumbai,366,
1527,Navratan Mix,Snacks,5,25,125,2025-01-09,Kolkata,450,4.0
1528,Kaju Katli,Sweets,2,150,300,2024-11-05,Delhi,203,2.9
1529,Masala Papad,Appetizers,6,10,60,2024-12-05,Hyderabad,867,2.9
1530,Aloo Bhujia,Snacks,6,20,120,2025-06-09,Kolkata,932,4.6
1531,Rasgulla Tin,Sweets,13,80,1040,2024-10-14,Mumbai,346,3.3
1532,Gulab Jamun Tin,Sweets,12,90,1080,2025-05-15,Hyderabad,676,3.8
1533,Mathri,Snacks,14,40,560,2024-08-24,Mumbai,121,4.8
1534,Gulab Jamun Tin,Sweets,7,90,630,2025-03-09,Ahmedabad,387,3.3
1535,Soan Papdi,Sweets,8,70,560,2024-09-12,Delhi,781,3.0
1536,Bhel Puri,Snacks,10,35,350,2025-01-20,Bangalore,335,4.1
1537,Masala Papad,Appetizers,5,10,50,2024-11-07,Ahmedabad,991,3.7
1538,Navratan Mix,Snacks,16,25,400,2024-09-10,Lucknow,66,3.5
1539,Bhel Puri,Snacks,12,35,420,2025-05-10,Jaipur,531,3.3
1540,Kaju Katli,Sweets,17,150,2550,2025-04-09,Jaipur,732,3.7
1541,Mathri,Snacks,13,40,520,2024-11-18,Lucknow,665,
1542,Gulab Jamun Tin,Sweets,7,90,630,2024-06-28,Jaipur,883,3.0
1543,Soan Papdi,Sweets,13,70,910,2024-10-13,Lucknow,160,3.4
1544,Bhel Puri,Snacks,3,35,105,2025-03-28,Bangalore,769,3.6
1545,Kaju Katli,Sweets,8,150,1200,2024-12-12,Lucknow,42,4.1
1546,Soan Papdi,Sweets,15,70,1050,2025-03-12,Jaipur,442,4.5
1547,Kaju Katli,Sweets,9,150,1350,2025-06-01,Pune,25,3.1
1548,Navratan Mix,Snacks,12,25,300,2025-04-23,Mumbai,301,3.8
1549,Navratan Mix,Snacks,9,25,225,2024-11-07,Chennai,100,3.4
1550,Bhel Puri,Snacks,7,35,245,2024-11-08,Hyderabad,201,3.1
1551,Masala Papad,Appetizers,7,10,70,2025-02-24,Lucknow,141,4.4
1552,Bhel Puri,Snacks,9,35,315,2025-04-15,Delhi,788,4.6
1553,Soan Papdi,Sweets,13,70,910,2025-04-26,Lucknow,775,3.7
1554,Bhel Puri,Snacks,5,35,175,2025-02-20,Pune,233,4.4
1555,Chana Dal Namkeen,Snacks,8,30,240,2024-08-10,Ahmedabad,601,4.4
1556,Chana Dal Namkeen,Snacks,11,30,330,2024-12-21,Mumbai,320,3.6
1557,Soan Papdi,Sweets,7,70,490,2024-06-26,Jaipur,460,2.6
1558,Rasgulla Tin,Sweets,19,80,1520,2024-07-31,Bangalore,312,2.5
1559,Kaju Katli,Sweets,11,150,1650,2024-12-24,Chennai,429,4.4
1560,Bhel Puri,Snacks,10,35,350,2025-01-27,Hyderabad,601,
1561,Aloo Bhujia,Snacks,5,20,100,2024-10-18,Bangalore,1000,3.3
1562,Mathri,Snacks,20,40,800,2025-05-15,Lucknow,887,3.5
1563,Soan Papdi,Sweets,3,70,210,2024-07-20,Ahmedabad,395,2.8
1564,Mathri,Snacks,15,40,600,2025-05-17,Kolkata,95,4.2
1565,Rasgulla Tin,Sweets,2,80,160,2025-05-06,Lucknow,500,
1566,Gulab Jamun Tin,Sweets,3,90,270,2024-11-29,Pune,290,3.2
1567,Bhel Puri,Snacks,3,35,105,2024-07-20,Jaipur,58,2.5
1568,Kaju Katli,Sweets,14,150,2100,2025-01-02,Pune,160,2.8
1569,Soan Papdi,Sweets,16,70,1120,2025-05-31,Mumbai,398,4.7
1570,Rasgulla Tin,Sweets,7,80,560,2024-12-06,Kolkata,442,4.2
1571,Rasgulla Tin,Sweets,20,80,1600,2024-06-17,Lucknow,961,3.0
1572,Chana Dal Namkeen,Snacks,9,30,270,2025-03-19,Chennai,7,3.6
1573,Soan Papdi,Sweets,20,70,1400,2024-08-06,Chennai,538,3.9
1574,Chana Dal Namkeen,Snacks,15,30,450,2024-11-18,Jaipur,589,
1575,Navratan Mix,Snacks,10,25,250,2025-05-16,Jaipur,355,4.3
1576,Masala Papad,Appetizers,13,10,130,2025-02-21,Lucknow,843,2.9
1577,Gulab Jamun Tin,Sweets,6,90,540,2024-08-10,Lucknow,750,3.5
1578,Rasgulla Tin,Sweets,19,80,1520,2024-07-11,Mumbai,402,2.6
1579,Rasgulla Tin,Sweets,9,80,720,2024-12-11,Ahmedabad,298,2.7
1580,Gulab Jamun Tin,Sweets,16,90,1440,2025-04-11,Pune,780,5.0
1581,Navratan Mix,Snacks,4,25,100,2024-09-22,Ahmedabad,784,3.5
1582,Rasgulla Tin,Sweets,9,80,720,2024-10-21,Chennai,518,
1583,Aloo Bhujia,Snacks,3,20,60,2025-02-09,Jaipur,390,3.5
1584,Gulab Jamun Tin,Sweets,13,90,1170,2025-03-08,Delhi,10,4.3
1585,Rasgulla Tin,Sweets,11,80,880,2024-11-13,Jaipur,496,2.7
1586,Gulab Jamun Tin,Sweets,15,90,1350,2025-02-19,Bangalore,482,4.6
1587,Rasgulla Tin,Sweets,1,80,80,2024-07-13,Lucknow,102,2.8
1588,Soan Papdi,Sweets,6,70,420,2025-05-08,Mumbai,687,4.2
1589,Rasgulla Tin,Sweets,15,80,1200,2024-10-17,Hyderabad,182,2.6
1590,Bhel Puri,Snacks,7,35,245,2025-05-09,Jaipur,713,
1591,Bhel Puri,Snacks,4,35,140,2025-02-28,Pune,706,2.6
1592,Aloo Bhujia,Snacks,2,20,40,2025-05-11,Pune,785,3.1
1593,Gulab Jamun Tin,Sweets,7,90,630,2025-01-05,Mumbai,16,5.0
1594,Kaju Katli,Sweets,7,150,1050,2024-11-06,Mumbai,225,2.7
1595,Rasgulla Tin,Sweets,6,80,480,2024-10-12,Delhi,425,4.5
1596,Kaju Katli,Sweets,18,150,2700,2025-02-10,Chennai,639,3.9
1597,Soan Papdi,Sweets,4,70,280,2025-03-18,Chennai,218,3.3
1598,Aloo Bhujia,Snacks,13,20,260,2025-05-22,Hyderabad,12,3.6
1599,Navratan Mix,Snacks,9,25,225,2025-04-02,Lucknow,377,
1600,Gulab Jamun Tin,Sweets,14,90,1260,2024-12-18,Kolkata,785,5.0
1601,Navratan Mix,Snacks,18,25,450,2025-05-16,Lucknow,175,2.7
1602,Kaju Katli,Sweets,13,150,1950,2025-01-08,Bangalore,340,4.4
1603,Kaju Katli,Sweets,16,150,2400,2024-06-25,Mumbai,343,
1604,Mathri,Snacks,15,40,600,2025-02-06,Pune,523,3.1
1605,Mathri,Snacks,1,40,40,2024-07-08,Chennai,21,4.7
1606,Masala Papad,Appetizers,8,10,80,2024-09-11,Pune,775,2.7
1607,Rasgulla Tin,Sweets,12,80,960,2025-02-12,Jaipur,303,3.4
1608,Aloo Bhujia,Snacks,8,20,160,2025-03-04,Lucknow,968,4.7
1609,Rasgulla Tin,Sweets,9,80,720,2025-06-04,Hyderabad,659,2.6
1610,Soan Papdi,Sweets,10,70,700,2024-10-01,Delhi,234,3.3
1611,Gulab Jamun Tin,Sweets,7,90,630,2024-09-08,Ahmedabad,55,4.2
1612,Gulab Jamun Tin,Sweets,8,90,720,2025-03-29,Lucknow,893,3.3
1613,Chana Dal Namkeen,Snacks,1,30,30,2024-07-17,Mumbai,890,4.9
1614,Aloo Bhujia,Snacks,5,20,100,2024-11-27,Chennai,128,4.0
1615,Gulab Jamun Tin,Sweets,8,90,720,2024-07-20,Ahmedabad,80,3.7
1616,Rasgulla Tin,Sweets,7,80,560,2025-04-03,Chennai,434,3.1
1617,Masala Papad,Appetizers,19,10,190,2025-02-13,Jaipur,990,3.2
1618,Chana Dal Namkeen,Snacks,3,30,90,2025-03-12,Hyderabad,407,3.7
1619,Soan Papdi,Sweets,17,70,1190,2025-05-16,Lucknow,752,2.9
1620,Chana Dal Namkeen,Snacks,1,30,30,2024-07-21,Pune,437,4.4
1621,Masala Papad,Appetizers,20,10,200,2024-12-01,Ahmedabad,156,2.9
1622,Soan Papdi,Sweets,15,70,1050,2024-08-15,Kolkata,464,3.9
1623,Chana Dal Namkeen,Snacks,3,30,90,2025-03-08,Hyderabad,139,3.0
1624,Gulab Jamun Tin,Sweets,1,90,90,2024-10-06,Delhi,882,4.3
1625,Chana Dal Namkeen,Snacks,13,30,390,2025-05-28,Pune,962,4.4
1626,Soan Papdi,Sweets,16,70,1120,2024-06-23,Kolkata,656,2.7
1627,Aloo Bhujia,Snacks,4,20,80,2024-06-29,Pune,954,3.0
1628,Soan Papdi,Sweets,9,70,630,2024-10-15,Hyderabad,521,4.1
1629,Kaju Katli,Sweets,2,150,300,2025-04-17,Pune,948,3.1
1630,Chana Dal Namkeen,Snacks,2,30,60,2024-07-03,Hyderabad,646,2.6
1631,Rasgulla Tin,Sweets,9,80,720,2024-10-03,Lucknow,466,2.9
1632,Gulab Jamun Tin,Sweets,20,90,1800,2024-10-29,Lucknow,974,2.9
1633,Navratan Mix,Snacks,3,25,75,2024-11-04,Pune,407,4.9
1634,Navratan Mix,Snacks,17,25,425,2024-11-26,Chennai,897,4.6
1635,Masala Papad,Appetizers,10,10,100,2024-08-07,Ahmedabad,990,4.7
1636,Mathri,Snacks,10,40,400,2024-09-14,Pune,770,4.3
1637,Navratan Mix,Snacks,4,25,100,2025-01-04,Lucknow,795,4.5
1638,Masala Papad,Appetizers,7,10,70,2024-11-19,Pune,715,5.0
1639,Chana Dal Namkeen,Snacks,1,30,30,2025-01-17,Mumbai,71,3.5
1640,Soan Papdi,Sweets,10,70,700,2025-03-03,Pune,174,3.0
1641,Rasgulla Tin,Sweets,7,80,560,2025-04-15,Jaipur,186,2.8
1642,Mathri,Snacks,7,40,280,2024-08-20,Bangalore,205,3.0
1643,Gulab Jamun Tin,Sweets,9,90,810,2024-08-17,Pune,451,4.1
